chr,numb_exons,decon,gatk,grapes,gc_content,mappability,cnv_length,decon_qual,gatk_qual,grapes_qual,sample_correlation,is_autosomal,genes_encoded,encoded_type,true_positive_encoded
15,1,1,1,1,42.700729927007295,1.0,273,12.9,6.12,0.977,0.8795444377510765,1,112,1,1
1,1,1,0,0,62.59541984732825,1.0,261,4.26,,,0.8795444377510765,1,124,1,0
5,2,1,0,0,38.481404958677686,1.0,1935,7.83,,,0.8795444377510765,1,1,0,0
6,1,1,0,0,23.18181818181818,1.0,219,2.98,,,0.8795444377510765,1,103,1,0
8,2,1,0,0,35.75757575757576,1.0,824,8.35,,,0.8795444377510765,1,74,1,0
11,2,1,0,0,66.62790697674419,1.0,1719,5.76,,,0.8795444377510765,1,49,0,0
12,2,1,0,0,36.18421052631579,0.3147970208333334,5319,7.64,,,0.8795444377510765,1,39,1,0
16,1,1,0,0,66.47058823529412,1.0,509,5.1,,,0.8795444377510765,1,30,0,0
3,1,1,1,1,44.26229508196721,1.0,243,5.08,128.02,0.642,0.8353387553735141,1,55,0,1
5,1,1,1,1,52.43055555555556,1.0,287,2.85,32.73,0.48,0.8353387553735141,1,76,1,1
15,4,1,1,1,47.54931461049816,0.3848956814538463,104684,28.9,784.23,0.999,0.8353387553735141,1,130,0,1
23,8,1,1,1,40.32866574766016,0.2984645971428571,27565,32.6,290.24,0.968,0.8353387553735141,0,37,1,1
1,4,1,0,0,38.72649223221586,0.2645950704166667,9783,3.68,,,0.8353387553735141,1,44,1,0
1,6,1,0,0,42.68619319163643,0.3260998254761904,23147,20.4,,,0.8353387553735141,1,93,0,0
1,1,1,0,0,42.578125,1.0,255,6.21,,,0.8353387553735141,1,23,0,0
2,2,1,0,0,44.77095937770096,1.0,2313,6.9,,,0.8353387553735141,1,127,1,0
5,1,1,0,0,25.892857142857142,1.0,223,2.62,,,0.8353387553735141,1,144,1,0
6,13,1,0,0,33.24818499596665,0.3736573986896552,52065,12.2,,,0.8353387553735141,1,103,1,0
7,1,1,0,0,21.363636363636363,1.0,219,2.68,,,0.8353387553735141,1,62,1,0
1,1,0,0,1,60.31746031746032,1.0,125,,,0.327,0.8353387553735141,1,42,0,0
2,2,0,0,1,35.5053734185825,0.5595237142857143,7350,,,0.99,0.8353387553735141,1,3,1,0
2,4,0,0,1,36.89555125725338,1.0,2067,,,0.875,0.8353387553735141,1,48,1,0
7,1,0,0,1,29.47761194029851,1.0,267,,,0.214,0.8353387553735141,1,126,1,0
7,1,0,0,1,29.850746268656717,1.0,267,,,0.323,0.8353387553735141,1,126,1,0
11,1,0,0,1,60.10362694300518,1.0,385,,,0.878,0.8353387553735141,1,63,0,0
15,3,0,0,1,37.40236148955496,0.7777776666666667,5504,,,0.938,0.8353387553735141,1,112,1,0
16,2,0,0,1,62.887377173091465,1.0,1322,,,0.853,0.8353387553735141,1,30,0,0
4,1,0,1,0,37.5,1.0,239,,216.58,,0.8398724659585713,1,72,0,1
5,8,1,1,1,48.38804220398593,1.0,10235,14.6,1295.92,0.999,0.8398724659585713,1,13,0,1
10,7,1,1,1,56.31550191228332,0.4201389166666667,20132,6.12,272.97,0.985,0.8398724659585713,1,29,1,1
1,8,1,0,0,38.73022191262813,0.3085228720552149,20097,4.57,,,0.8398724659585713,1,44,1,0
1,3,1,0,0,45.21241470394013,0.3424465695238096,4542,3.11,,,0.8398724659585713,1,100,0,0
2,8,1,0,0,35.67096628196425,0.3100390007500001,44189,5.17,,,0.8398724659585713,1,64,1,0
2,2,1,0,0,32.83887468030691,1.0,1954,3.04,,,0.8398724659585713,1,3,1,0
2,8,1,0,0,31.21766812574612,1.0,5025,5.27,,,0.8398724659585713,1,48,1,0
3,7,1,0,0,38.17211564442043,0.6190860322580645,29607,4.52,,,0.8398724659585713,1,98,1,0
5,15,1,0,0,41.52224558213535,0.338249984437288,35197,9.14,,,0.8398724659585713,1,144,1,0
6,19,1,0,0,33.983327603987625,0.3879921627751939,116359,21.3,,,0.8398724659585713,1,103,1,0
6,5,1,0,0,33.927494104096965,0.4653409091666666,36465,6.87,,,0.8398724659585713,1,103,1,0
7,24,1,0,0,33.79990152832066,0.2208667133560088,99520,19.9,,,0.8398724659585713,1,104,1,0
7,2,1,0,1,35.06555804285257,0.2451671422823529,6253,2.99,,0.998,0.8398724659585713,1,126,1,0
10,4,1,0,0,36.04891417279924,0.1486411897949897,255058,7.85,,,0.8398724659585713,1,7,1,0
14,5,1,0,0,34.97028159407581,0.3397289115094339,10262,4.06,,,0.8398724659585713,1,80,1,0
23,1,1,0,1,27.40740740740741,1.0,269,2.92,,0.2,0.8398724659585713,0,37,1,0
1,1,0,0,1,34.24657534246575,1.0,218,,,0.117,0.8398724659585713,1,44,1,0
1,3,0,0,1,36.94560669456067,0.5013227499999999,7169,,,0.952,0.8398724659585713,1,23,1,0
2,1,0,0,1,34.95145631067961,1.0,102,,,0.2,0.8398724659585713,1,64,1,0
2,1,0,0,1,30.735930735930733,1.0,230,,,0.114,0.8398724659585713,1,64,1,0
2,1,0,0,1,38.56858846918489,1.0,502,,,0.999,0.8398724659585713,1,3,0,0
2,1,0,0,1,50.47619047619048,0.333333,104,,,0.5,0.8398724659585713,1,3,1,0
2,1,0,0,1,42.42424242424242,1.0,98,,,0.022,0.8398724659585713,1,3,1,0
2,2,0,0,1,32.64311814859927,1.0,820,,,0.934,0.8398724659585713,1,3,1,0
2,1,0,0,1,44.761904761904766,1.0,104,,,0.082,0.8398724659585713,1,3,1,0
2,1,0,0,1,40.4040404040404,1.0,98,,,0.03,0.8398724659585713,1,3,1,0
2,1,0,0,1,36.27450980392157,1.0,101,,,0.081,0.8398724659585713,1,3,1,0
2,1,0,0,1,35.35353535353536,1.0,98,,,0.045,0.8398724659585713,1,3,1,0
2,1,0,0,1,34.40860215053764,1.0,92,,,0.136,0.8398724659585713,1,3,1,0
2,1,0,0,1,53.333333333333336,1.0,134,,,0.979,0.8398724659585713,1,48,1,0
2,6,0,0,1,38.751987281399046,1.0,2515,,,0.848,0.8398724659585713,1,48,1,0
2,2,0,0,1,44.77958236658933,1.0,430,,,0.743,0.8398724659585713,1,48,1,0
2,2,0,0,1,34.68208092485549,1.0,691,,,0.947,0.8398724659585713,1,48,1,0
3,2,0,0,1,37.323707186030894,0.8,5955,,,0.992,0.8398724659585713,1,98,1,0
3,1,0,0,1,35.18518518518518,1.0,161,,,0.2,0.8398724659585713,1,98,1,0
5,1,0,0,1,36.07594936708861,1.0,157,,,0.142,0.8398724659585713,1,144,1,0
5,1,0,0,1,36.18421052631579,1.0,151,,,0.2,0.8398724659585713,1,144,1,0
5,2,0,0,1,40.75323215289489,0.3153899348571428,1778,,,0.824,0.8398724659585713,1,144,1,0
5,1,0,0,1,36.0655737704918,1.0,121,,,0.199,0.8398724659585713,1,144,1,0
5,1,0,0,1,45.911949685534594,1.0,158,,,0.029,0.8398724659585713,1,144,1,0
6,1,0,0,1,51.5527950310559,1.0,160,,,0.34,0.8398724659585713,1,96,1,0
6,3,0,0,1,34.81717011128776,1.0,5031,,,0.965,0.8398724659585713,1,103,1,0
6,1,0,0,1,41.333333333333336,1.0,74,,,0.021,0.8398724659585713,1,103,1,0
7,3,0,0,1,30.339539978094194,1.0,1825,,,0.999,0.8398724659585713,1,104,1,0
7,3,0,0,1,30.315465503975386,1.0,3898,,,0.858,0.8398724659585713,1,104,1,0
7,1,0,0,1,33.33333333333333,1.0,92,,,0.078,0.8398724659585713,1,104,1,0
7,2,0,0,1,33.719892952720784,1.0,2241,,,0.888,0.8398724659585713,1,104,1,0
7,1,0,0,1,33.89830508474576,1.0,117,,,0.102,0.8398724659585713,1,126,1,0
7,1,0,0,1,40.0,1.0,84,,,0.207,0.8398724659585713,1,126,1,0
7,1,0,0,1,39.6551724137931,1.0,57,,,0.034,0.8398724659585713,1,25,1,0
9,1,0,0,1,67.48506967485069,1.0,1506,,,1.0,0.8398724659585713,1,41,1,1
10,3,0,0,1,36.13563121759843,0.371354125,7136,,,0.991,0.8398724659585713,1,28,1,0
10,1,0,0,1,51.47058823529412,1.0,135,,,0.773,0.8398724659585713,1,101,1,0
11,1,0,0,1,39.869281045751634,1.0,152,,,0.068,0.8398724659585713,1,20,1,0
12,1,0,0,1,45.77464788732394,1.0,141,,,0.022,0.8398724659585713,1,39,1,0
12,1,0,0,1,34.04255319148936,1.0,93,,,0.193,0.8398724659585713,1,39,1,0
14,1,0,0,1,36.231884057971016,1.0,137,,,0.193,0.8398724659585713,1,80,1,0
14,1,0,0,1,34.84848484848485,1.0,131,,,0.182,0.8398724659585713,1,80,1,0
15,2,0,0,1,36.27990101732197,1.0,7273,,,0.656,0.8398724659585713,1,112,1,0
15,1,0,0,1,42.17687074829932,1.0,146,,,0.2,0.8398724659585713,1,112,1,0
16,1,0,0,1,40.689655172413794,1.0,144,,,0.183,0.8398724659585713,1,114,1,0
17,1,0,0,1,38.54166666666667,1.0,95,,,0.081,0.8398724659585713,1,128,1,0
17,2,0,0,1,31.67006109979633,0.2723347495238095,2945,,,0.956,0.8398724659585713,1,128,1,0
17,2,0,0,1,34.552332912988646,1.0,792,,,0.947,0.8398724659585713,1,128,1,0
18,1,0,0,1,42.77108433734939,1.0,165,,,0.748,0.8398724659585713,1,4,1,0
20,1,0,0,1,53.2608695652174,1.0,91,,,0.748,0.8398724659585713,1,14,0,0
23,1,0,0,1,42.06008583690987,1.0,232,,,0.98,0.8398724659585713,0,21,1,0
4,2,1,1,1,55.87557603686636,1.0,3471,32.5,82.45,1.0,0.80494921926086,1,83,0,1
6,1,0,1,0,30.76923076923077,1.0,129,,4.19,,0.80494921926086,1,103,0,0
7,1,0,1,0,20.833333333333336,1.0,119,,2.79,,0.80494921926086,1,104,1,0
10,3,1,1,1,50.25453596136275,0.5645833,7660,54.7,67.58,1.0,0.80494921926086,1,139,1,1
2,1,1,0,0,26.29310344827586,1.0,231,3.1,,,0.80494921926086,1,64,0,0
2,1,1,0,0,38.613861386138616,0.336111,403,2.78,,,0.80494921926086,1,3,0,0
3,1,1,0,1,55.55555555555556,1.0,269,13.4,,0.952,0.80494921926086,1,90,1,1
10,1,1,0,0,31.557377049180328,1.0,243,3.83,,,0.80494921926086,1,57,0,0
16,1,1,0,1,67.0,1.0,1099,15.7,,1.0,0.80494921926086,1,30,0,1
1,1,1,1,1,56.21621621621622,1.0,369,12.0,8.69,0.454,0.8497983871706848,1,124,1,1
2,1,1,1,1,34.35374149659864,1.0,293,10.2,109.38,0.5,0.8497983871706848,1,64,0,1
5,2,1,1,1,40.49572935856641,1.0,5970,13.8,125.99,0.825,0.8497983871706848,1,1,0,1
18,4,1,1,1,34.912658530748985,1.0,4178,40.9,155.16,1.0,0.8497983871706848,1,4,1,1
1,2,1,0,0,43.532058492688414,1.0,1777,4.44,,,0.8497983871706848,1,93,0,0
2,1,1,0,0,26.29310344827586,1.0,231,2.92,,,0.8497983871706848,1,64,1,0
5,2,1,0,0,34.25381425977616,0.2924103403225805,36900,9.19,,,0.8497983871706848,1,53,0,0
6,6,1,0,0,33.08190476190476,0.3752863031388888,13124,7.55,,,0.8497983871706848,1,103,1,0
6,4,1,0,0,34.052111410601974,1.0,5564,6.61,,,0.8497983871706848,1,103,1,0
6,3,1,0,0,34.56548879118493,0.4653409091666666,18422,4.27,,,0.8497983871706848,1,103,1,0
7,2,1,0,0,30.58823529411765,1.0,1529,4.39,,,0.8497983871706848,1,104,1,0
7,3,1,0,0,32.73135394347516,0.4134804117647059,19601,3.45,,,0.8497983871706848,1,104,1,0
12,5,1,0,0,41.126310989512085,0.4444279253333332,21929,10.4,,,0.8497983871706848,1,145,1,0
16,1,1,0,0,56.493506493506494,1.0,307,5.65,,,0.8497983871706848,1,114,0,0
19,2,1,0,0,63.36143822730124,0.4961187299999999,14350,3.46,,,0.8497983871706848,1,102,1,0
22,1,1,0,0,61.891117478510026,1.0,348,9.51,,,0.8497983871706848,1,70,1,0
5,1,1,1,0,30.0,1.0,219,8.5,94.63,,0.8932262465652835,1,144,0,1
14,3,1,1,1,36.90360272638753,1.0,1026,30.8,843.88,1.0,0.8932262465652835,1,9,0,1
15,1,1,1,1,40.090090090090094,1.0,221,12.5,18.36,0.345,0.8932262465652835,1,112,1,1
1,8,1,0,0,42.45219922889291,0.2866204697457626,50835,17.9,,,0.8932262465652835,1,93,1,0
1,1,1,0,0,59.74025974025974,1.0,307,3.44,,,0.8932262465652835,1,66,0,0
2,1,1,0,0,38.613861386138616,0.336111,403,7.75,,,0.8932262465652835,1,3,0,0
6,1,1,0,0,22.727272727272727,1.0,219,3.08,,,0.8932262465652835,1,103,1,0
7,1,1,0,0,20.0,1.0,219,2.71,,,0.8932262465652835,1,104,1,0
7,1,1,0,0,58.409090909090914,1.0,439,4.3,,,0.8932262465652835,1,105,0,0
10,6,1,0,0,40.485595407384,0.3666114588235294,18986,11.8,,,0.8932262465652835,1,101,1,0
11,2,1,0,0,66.62790697674419,1.0,1719,3.38,,,0.8932262465652835,1,49,0,0
12,5,1,0,0,41.126310989512085,0.4444279253333332,21929,18.7,,,0.8932262465652835,1,145,0,0
14,1,1,0,0,29.1044776119403,1.0,267,4.71,,,0.8932262465652835,1,80,1,0
16,2,1,0,1,54.95304453196002,1.0,3300,29.0,,0.907,0.8932262465652835,1,75,1,1
1,2,1,1,1,37.7811666031262,1.0,2622,35.3,72.01,1.0,0.8956755750936751,1,27,1,1
1,2,0,1,1,39.87127371273713,1.0,2951,,12.36,0.833,0.8956755750936751,1,23,1,1
3,1,1,1,1,53.04878048780488,1.0,327,16.6,168.69,0.758,0.8956755750936751,1,113,0,1
6,1,0,1,0,25.0,1.0,99,,38.82,,0.8956755750936751,1,103,0,0
6,4,0,1,0,33.98992071784156,1.0,32541,,320.03,,0.8956755750936751,1,103,0,1
1,1,1,0,0,39.08450704225352,1.0,283,14.4,,,0.8956755750936751,1,23,1,1
6,1,1,0,0,27.727272727272727,1.0,219,2.83,,,0.8956755750936751,1,103,1,0
6,1,1,0,0,30.0,1.0,219,9.69,,,0.8956755750936751,1,103,0,0
6,2,1,0,0,28.9875173370319,1.0,1441,12.4,,,0.8956755750936751,1,103,0,0
9,1,1,0,0,81.13207547169812,1.0,423,3.67,,,0.8956755750936751,1,65,1,0
15,1,1,0,0,70.26515151515152,1.0,527,2.67,,,0.8956755750936751,1,130,1,0
2,5,0,1,0,38.88402625820569,0.8,13709,,159.09,,0.8954398282266487,1,116,1,0
12,3,1,1,1,43.74203144921377,0.5873015238095237,9411,24.6,335.41,0.861,0.8954398282266487,1,26,0,1
16,1,1,1,1,62.83783783783784,1.0,443,19.6,94.51,0.667,0.8954398282266487,1,114,1,1
2,6,1,0,1,37.72071532665304,0.1410125494931193,265556,75.3,,1.0,0.8954398282266487,1,116,1,1
6,1,1,0,0,29.545454545454547,1.0,219,5.74,,,0.8954398282266487,1,103,0,1
7,1,1,0,0,29.61038961038961,1.0,384,8.22,,,0.8954398282266487,1,126,0,0
12,6,1,0,0,40.37220026350461,0.2920709674571428,30359,15.0,,,0.8954398282266487,1,5,1,0
23,1,1,0,0,32.34421364985163,1.0,336,6.63,,,0.8954398282266487,0,21,1,0
23,6,1,0,0,40.09005789436066,0.2757756068292682,13990,8.18,,,0.8954398282266487,0,37,0,0
10,6,1,1,1,35.826056547148,0.1869510416276759,663410,86.7,452.41,1.0,0.8899436842779129,1,7,1,1
12,1,1,1,1,37.826086956521735,1.0,229,10.1,175.43,0.978,0.8899436842779129,1,39,0,1
19,2,1,1,1,56.29139072847682,1.0,603,14.1,377.29,0.972,0.8899436842779129,1,133,0,0
2,1,1,0,0,60.45454545454545,1.0,219,10.0,,,0.8899436842779129,1,115,1,1
3,1,1,0,0,74.54545454545455,1.0,219,5.06,,,0.8899436842779129,1,56,0,0
23,6,1,0,0,43.60520469692161,0.2762812453846152,6301,12.1,,,0.8899436842779129,0,36,0,0
2,2,1,1,1,44.77095937770096,1.0,2313,30.7,156.35,0.999,0.8887605183426698,1,127,1,1
5,6,1,1,1,36.712932544897065,0.3228673193377483,73055,73.9,1659.44,1.0,0.8887605183426698,1,76,0,1
11,1,1,1,0,55.58375634517766,1.0,393,7.18,89.15,,0.8887605183426698,1,69,0,1
15,1,1,1,1,40.37037037037037,1.0,269,14.3,10.93,0.2,0.8887605183426698,1,112,1,1
7,1,1,0,0,76.34408602150538,1.0,464,2.37,,,0.8887605183426698,1,25,1,0
1,1,1,1,0,40.090090090090094,1.0,221,4.82,31.74,,0.8911116545990865,1,23,0,1
3,1,1,1,1,52.59433962264151,1.0,423,11.3,75.04,0.675,0.8911116545990865,1,90,1,1
11,4,1,1,1,47.23522274224303,0.5530301818181819,5768,29.8,585.53,0.91,0.8911116545990865,1,31,0,1
11,4,1,1,1,50.10205306759515,0.2883844087719298,8328,36.3,312.69,1.0,0.8911116545990865,1,142,1,1
2,1,1,0,0,38.613861386138616,0.336111,403,2.72,,,0.8911116545990865,1,3,0,0
5,1,1,0,0,73.5372340425532,1.0,751,3.63,,,0.8911116545990865,1,53,1,0
6,2,1,0,0,33.23108384458078,0.7333333333333334,15647,4.03,,,0.8911116545990865,1,103,0,0
6,2,1,0,0,34.34423856398379,0.3284496675,13815,4.53,,,0.8911116545990865,1,103,0,0
7,1,1,0,0,59.18803418803419,1.0,467,2.48,,,0.8911116545990865,1,62,0,0
9,6,1,0,0,35.649217346676934,0.1398181710520445,31175,29.3,,,0.8911116545990865,1,51,0,0
15,1,1,0,0,70.26515151515152,1.0,527,2.99,,,0.8911116545990865,1,130,1,0
16,3,1,0,0,53.79819524200165,0.8333333333333334,6094,9.25,,,0.8911116545990865,1,75,1,0
22,1,1,0,0,76.49484536082474,1.0,969,2.55,,,0.8911116545990865,1,70,1,0
4,3,1,1,1,33.816001170103846,1.0,13673,47.2,160.5,1.0,0.893788750918871,1,72,1,1
11,2,1,1,1,50.43968432919955,0.2883844087719298,4434,24.2,279.46,1.0,0.893788750918871,1,142,0,1
16,1,1,1,1,60.30769230769231,0.8,324,15.3,157.36,0.518,0.893788750918871,1,114,0,1
2,1,1,0,0,58.63636363636363,1.0,219,13.7,,,0.893788750918871,1,110,1,1
2,1,0,0,1,50.76923076923077,1.0,64,,,0.983,0.893788750918871,1,110,1,0
1,1,1,1,1,52.02952029520295,1.0,270,9.54,208.58,0.966,0.8923586451491097,1,27,0,1
1,1,1,1,1,43.76996805111821,1.0,312,7.39,93.59,0.448,0.8923586451491097,1,93,1,1
5,5,1,1,1,34.666241717191184,0.1780517889855509,134917,47.3,524.68,1.0,0.8923586451491097,1,53,1,1
14,8,1,1,1,37.00821880894637,0.3219992915628417,29687,62.9,2257.12,0.998,0.8923586451491097,1,80,0,1
2,1,1,0,0,38.613861386138616,0.336111,403,3.0,,,0.8923586451491097,1,3,1,0
6,7,1,0,0,40.58522069763597,0.4433836281690141,24195,79.5,,,0.8923586451491097,1,96,0,0
6,1,1,0,0,23.63636363636364,1.0,219,6.26,,,0.8923586451491097,1,103,0,0
14,5,1,0,0,48.539960463146,0.5895604050000001,17704,39.6,,,0.8923586451491097,1,106,1,0
22,1,1,0,0,61.891117478510026,1.0,348,3.25,,,0.8923586451491097,1,70,1,0
23,1,1,0,0,25.90909090909091,1.0,219,4.51,,,0.8923586451491097,0,21,1,0
1,3,1,1,1,42.36473383770792,0.1851723615444916,146451,5.96,342.66,1.0,0.8495819313719231,1,42,0,1
10,7,1,1,1,42.42451800654784,0.1252609609545454,10995,14.6,225.77,1.0,0.8495819313719231,1,22,1,1
12,1,0,1,1,56.00000000000001,1.0,199,,75.41,0.685,0.8495819313719231,1,88,0,1
18,1,1,1,1,37.765957446808514,1.0,375,2.58,16.59,0.237,0.8495819313719231,1,19,1,1
1,1,1,0,0,25.454545454545453,1.0,219,2.69,,,0.8495819313719231,1,23,1,0
3,7,1,0,0,37.65880217785844,0.7,20937,4.29,,,0.8495819313719231,1,98,1,0
5,5,1,0,0,43.548108481603045,0.2862826120530973,11577,4.08,,,0.8495819313719231,1,144,1,0
6,1,1,0,0,27.727272727272727,1.0,219,2.67,,,0.8495819313719231,1,103,1,0
6,14,1,0,0,32.31966053748232,0.4080507483269232,26865,21.9,,,0.8495819313719231,1,103,1,0
6,5,1,0,1,33.927494104096965,0.4653409091666666,36465,10.2,,0.996,0.8495819313719231,1,103,1,0
7,3,1,0,1,29.883307965499743,1.0,1970,5.21,,0.828,0.8495819313719231,1,104,1,0
7,7,1,0,0,34.377348564557344,0.1695547053580248,53223,8.84,,,0.8495819313719231,1,104,1,0
7,1,1,0,0,76.34408602150538,1.0,464,2.64,,,0.8495819313719231,1,25,0,0
7,1,1,0,0,21.363636363636363,1.0,219,3.26,,,0.8495819313719231,1,62,1,0
7,3,1,0,0,39.68029138000809,0.4278010043478261,4941,3.4,,,0.8495819313719231,1,62,1,0
9,1,1,0,0,79.56989247311827,1.0,371,2.34,,,0.8495819313719231,1,41,0,0
1,1,0,0,1,35.92233009708738,1.0,102,,,0.404,0.8495819313719231,1,23,1,0
2,5,0,0,1,38.55970829535096,1.0,2193,,,0.731,0.8495819313719231,1,48,1,0
2,3,0,0,1,37.421203438395416,1.0,1744,,,0.94,0.8495819313719231,1,48,1,0
5,1,0,0,1,36.0655737704918,1.0,121,,,0.161,0.8495819313719231,1,144,1,0
7,1,0,0,1,26.76056338028169,1.0,70,,,0.2,0.8495819313719231,1,104,1,0
7,1,0,0,1,33.89830508474576,1.0,117,,,0.099,0.8495819313719231,1,126,1,0
1,4,1,1,1,42.27995438078626,0.1573008553386305,178871,63.9,670.76,1.0,0.8920678188894793,1,42,0,1
10,1,1,1,0,43.26923076923077,1.0,415,22.0,485.77,,0.8920678188894793,1,7,0,1
17,1,1,1,1,63.92045454545454,1.0,351,26.0,65.23,0.445,0.8920678188894793,1,47,1,1
19,2,1,1,1,57.801642451042326,1.0,4748,28.0,56.02,0.831,0.8920678188894793,1,108,1,1
2,1,1,0,0,38.613861386138616,0.336111,403,4.22,,,0.8920678188894793,1,3,0,0
6,1,1,0,0,24.09090909090909,1.0,219,2.64,,,0.8920678188894793,1,103,1,0
22,1,1,0,0,61.891117478510026,1.0,348,5.26,,,0.8920678188894793,1,70,1,0
1,2,1,1,1,40.76615208690681,1.0,1748,42.0,12.44,1.0,0.8983561290318511,1,60,1,1
7,1,1,1,1,30.32258064516129,1.0,309,23.0,114.53,0.509,0.8983561290318511,1,104,1,1
12,6,1,1,1,47.27711970074813,0.1949528269835164,64159,98.7,2339.03,1.0,0.8983561290318511,1,88,0,1
2,1,1,0,0,38.613861386138616,0.336111,403,5.06,,,0.8983561290318511,1,3,1,0
1,1,0,0,1,41.46341463414634,1.0,81,,,0.694,0.8382920642227776,1,27,0,0
1,5,0,0,1,41.70661018838479,0.2786311674999999,17941,,,0.999,0.8382920642227776,1,93,1,1
1,1,0,0,1,29.28571428571429,1.0,139,,,0.259,0.8382920642227776,1,23,0,0
1,1,0,0,1,37.03703703703704,1.0,107,,,0.291,0.8382920642227776,1,23,0,0
1,3,0,0,1,36.94560669456067,0.5013227499999999,7169,,,0.943,0.8382920642227776,1,23,0,0
1,2,0,0,1,30.801687763713083,1.0,947,,,1.0,0.8382920642227776,1,23,0,0
2,1,0,0,1,30.735930735930733,1.0,230,,,0.331,0.8382920642227776,1,64,0,0
2,1,0,0,1,40.0,1.0,289,,,0.96,0.8382920642227776,1,3,0,0
2,3,0,0,1,36.51362984218077,1.0,1393,,,0.877,0.8382920642227776,1,3,0,0
2,2,0,0,1,33.20802005012531,1.0,797,,,0.991,0.8382920642227776,1,3,0,0
2,1,0,0,1,44.761904761904766,1.0,104,,,0.398,0.8382920642227776,1,3,0,0
2,2,0,0,1,37.31466227347611,1.0,1213,,,0.804,0.8382920642227776,1,3,0,0
2,3,0,0,1,41.333333333333336,1.0,974,,,0.872,0.8382920642227776,1,48,0,0
3,1,0,0,1,48.0,1.0,49,,,0.06,0.8382920642227776,1,129,1,0
3,1,0,0,1,51.09489051094891,1.0,136,,,0.953,0.8382920642227776,1,55,0,0
4,2,0,0,1,35.77602032261456,0.1907038972582338,5755164,,,0.904,0.8382920642227776,1,58,1,0
5,1,0,0,1,41.48148148148148,1.0,134,,,0.74,0.8382920642227776,1,144,0,0
5,2,0,0,1,40.75323215289489,0.3153899348571428,1778,,,0.987,0.8382920642227776,1,144,0,0
5,1,0,0,1,36.0655737704918,1.0,121,,,0.283,0.8382920642227776,1,144,0,0
6,1,0,0,1,42.85714285714285,1.0,104,,,0.504,0.8382920642227776,1,59,0,0
7,2,0,0,1,31.665475339528232,1.0,1398,,,0.974,0.8382920642227776,1,104,0,0
7,2,0,0,1,28.92384697890597,1.0,2796,,,0.876,0.8382920642227776,1,104,0,0
7,1,0,0,1,33.33333333333333,1.0,92,,,0.384,0.8382920642227776,1,104,0,0
7,1,0,0,1,34.953271028037385,1.0,534,,,1.0,0.8382920642227776,1,126,1,0
7,1,0,0,1,33.89830508474576,1.0,117,,,0.326,0.8382920642227776,1,126,0,0
7,1,0,0,1,45.06172839506173,1.0,161,,,0.765,0.8382920642227776,1,126,0,0
7,1,0,0,1,39.16083916083916,1.0,142,,,0.452,0.8382920642227776,1,126,0,0
7,1,0,0,1,44.33962264150944,1.0,105,,,0.831,0.8382920642227776,1,25,0,0
7,1,0,0,1,42.25352112676056,1.0,141,,,0.63,0.8382920642227776,1,105,0,0
10,2,0,0,1,37.78711905119352,1.0,6660,,,0.589,0.8382920642227776,1,57,0,0
10,2,0,0,1,38.94519841951555,1.0,5820,,,1.0,0.8382920642227776,1,28,1,0
12,1,0,0,1,45.6,1.0,124,,,0.687,0.8382920642227776,1,88,0,0
12,2,0,0,1,36.05191256830601,0.7361110833333333,7319,,,0.997,0.8382920642227776,1,39,0,0
12,1,0,0,1,37.38601823708207,1.0,328,,,0.884,0.8382920642227776,1,145,0,0
17,1,0,0,1,38.54166666666667,1.0,95,,,0.256,0.8382920642227776,1,128,0,0
17,2,0,0,1,31.67006109979633,0.2723347495238095,2945,,,0.993,0.8382920642227776,1,128,0,0
5,3,0,0,1,34.65428798497218,0.1229103100809447,249137,,,1.0,0.8151770191940506,1,53,0,1
11,1,0,0,1,61.53846153846154,1.0,116,,,0.397,0.8151770191940506,1,69,0,0
12,3,0,0,1,35.41329830234438,0.5902776666666667,19791,,,1.0,0.8151770191940506,1,50,1,1
15,1,0,0,1,47.01492537313433,1.0,401,,,1.0,0.8151770191940506,1,112,1,1
6,1,0,1,0,25.0,1.0,99,,61.86,,0.8693160431043317,1,103,0,0
9,1,0,1,0,37.9746835443038,1.0,315,,263.89,,0.8693160431043317,1,65,0,1
11,4,1,1,1,46.506270796007165,0.2550624163207546,11720,3.14,196.15,0.999,0.8693160431043317,1,99,1,1
19,2,1,1,0,60.33452807646356,1.0,836,7.53,305.16,,0.8693160431043317,1,84,0,1
1,7,1,0,0,42.15232094876309,0.2866204697457626,43171,4.95,,,0.8693160431043317,1,93,1,0
2,10,1,0,0,35.69961322797342,0.3276237007000001,54036,7.29,,,0.8693160431043317,1,64,1,0
6,12,1,0,0,31.623017993942632,0.4080507483269232,22451,10.6,,,0.8693160431043317,1,103,1,0
11,2,1,0,0,66.62790697674419,1.0,1719,6.14,,,0.8693160431043317,1,49,0,0
4,4,1,1,1,37.13334837545126,0.2532916453521127,35455,39.6,820.8,0.999,0.891781747104867,1,72,0,1
12,1,1,1,1,58.70967741935483,1.0,309,9.33,74.39,0.81,0.891781747104867,1,88,0,1
19,3,1,1,1,63.62704261454663,0.4825826939393939,15604,37.7,133.67,0.864,0.891781747104867,1,102,1,1
1,5,1,0,0,40.872797356828194,0.1545721468114755,36319,10.5,,,0.891781747104867,1,92,1,0
2,1,1,0,0,43.46035015447992,1.0,1941,3.24,,,0.891781747104867,1,116,0,0
